Ticker,Sector,Industry,Market_Cap,PE_Ratio,y25td_Return
CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",37656805376,14.2029705,14.714115439815448
CARR,Industrials,Building Products,48567873536,35.66875,-15.27699312500708
CVNA,Consumer Discretionary,Automotive Retail,103571341312,108.57272,139.38665417172973
CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,299315855360,32.781425,80.69200964539893
CBOE,Financials,Financial Exchanges & Data,28048916480,28.821507,37.24381834154263
CBRE,Real Estate,Real Estate Services,50409275392,41.824688,30.40031358633715
CDW,Information Technology,Technology Distributors,16435017728,15.853351,-25.136237014418505
COR,Health Care,Health Care Distributors,69278523392,44.629074,59.69039483839963
CNC,Health Care,Managed Health Care,20412741632,0.0,-31.366716358810525
CNP,Utilities,Multi-Utilities,26003744768,25.20886,29.532189279933146
CF,Materials,Fertilizers & Agricultural Chemicals,14859399168,11.093106,9.462018200968036
CRL,Health Care,Life Sciences Tools & Services,10804272128,0.0,20.198203850705482
SCHW,Financials,Investment Banking & Brokerage,188274556928,22.305376,42.18621486549466
CHTR,Communication Services,Cable & Satellite,24994787328,5.073191,-47.61986480717494
CVX,Energy,Integrated Oil & Gas,340605730816,23.74298,20.568893379368976
CMG,Consumer Discretionary,Restaurants,53166092288,35.088497,-33.795288144998494
CB,Financials,Property & Casualty Insurance,120193163264,12.592731,11.346398893137623
CHD,Consumer Staples,Household Products,22492391424,29.126183,-9.957946469898516
CI,Health Care,Health Care Services,72148008960,11.961471,0.41950058190217854
CINF,Financials,Property & Casualty Insurance,24685580288,11.754281,13.349063730569325
CTAS,Industrials,Diversified Support Services,76840935424,41.298058,5.867840113032583
CSCO,Information Technology,Communications Equipment,310872113152,30.37838,37.2942133444808
C,Financials,Diversified Banks,205389873152,16.422031,68.6797917511705
CFG,Financials,Regional Banks,27238012928,16.430052,51.037583394595664
CLX,Consumer Staples,Household Products,13806958592,17.769232,-27.430785757728458
CME,Financials,Financial Exchanges & Data,102274097152,27.539207,24.57018410830441
CMS,Utilities,Multi-Utilities,21923196928,20.760807,11.597600700993176
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,316534751232,24.354305,22.444970645379957
CTSH,Information Technology,IT Consulting & Other Services,41342717952,19.594908,12.575347466613445
COIN,Financials,Financial Exchanges & Data,56851910656,18.222126,-18.03195488699502
CL,Consumer Staples,Household Products,69313019904,24.02241,-2.405884922356542
CMCSA,Communication Services,Cable & Satellite,113111425024,4.767442,-14.077019817874003
FIX,Industrials,Construction & Engineering,40939892736,49.252125,171.7594683472633
CAG,Consumer Staples,Packaged Foods & Meats,8586732544,0.0,-29.288714026523543
COP,Energy,Oil & Gas Exploration & Production,124731875328,14.105933,3.242239674424199
ED,Utilities,Multi-Utilities,38024564736,18.417833,22.414520202591067
STZ,Consumer Staples,Distillers & Vintners,28072636416,25.313972,-25.711830924905165
CEG,Utilities,Electric Utilities,104614887424,33.114677,19.694055630021047
COO,Health Care,Health Care Supplies,16043879424,43.15508,-10.98610888103228
CPRT,Industrials,Diversified Support Services,39078871040,24.76687,-28.320314008107587
GLW,Information Technology,Electronic Components,94086725632,70.34615,139.40405639905288
CPAY,Financials,Transaction & Payment Processing Services,22452549632,21.600542,-6.463095841518666
CTVA,Materials,Fertilizers & Agricultural Chemicals,49574301696,29.554655,30.89982190548815
CSGP,Real Estate,Real Estate Services,28065546240,1103.6667,-6.508542271885634
COST,Consumer Staples,Consumer Staples Merchandise Retail,430763278336,52.081593,7.2029456980323685
CTRA,Energy,Oil & Gas Exploration & Production,21001611264,12.740741,8.978954541465143
CRH,Materials,Construction Materials,82679349248,24.686626,34.45184221007152
CRWD,Information Technology,Systems Software,120165236736,0.0,37.23153356586579
CCI,Real Estate,Telecom Tower REITs,37777805312,0.0,2.195480190850048
CSX,Industrials,Rail Transportation,70227312640,24.461039,19.00960986519145
